company,amount_raised,round,investors_participated,date_announced,website,description,city,official_sector,secondary_sector,tertiary_sector,SIREN
Carton Vert,1400000,Seed,"Banque des Territoires, Equipstore, Fininco, Impact Business angels, OBRATORI, SYBE Ingénierie",2024-02-27,https://www.carton-vert.com,"Carton Vert operates in sectors such as recycling and sales, providing products and services that leverage its expertise in these areas.",La Rochelle,Other,CleanTech,,
LinkByCar,1400000,Seed,"Afri Mobility, Ethias Ventures, LeanSquare",2024-10-23,https://linkbycar.com,"LinkByCar operates in sectors such as automotive, machine learning, and saas, providing products and services that leverage its expertise in these areas.",Paris,SaaS,Artificial Intelligence,Mobility,
ENAKL,1400000,Pre-Seed,"Catalyst Fund, Digital Africa, Renew Capital, STATION F",2024-12-03,https://www.enakl.com,"ENAKL operates in sectors such as public transportation, ride sharing, and transportation, providing products and services that leverage its expertise in these areas.",Paris,Mobility,,,
Ron Dorff,1343550,Crowdfunding,,2024-03-01,https://rondorff.com,"Ron Dorff operates in sectors such as fashion, retail, and textiles, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,E-commerce & Retail,,
Hemerion,1322920,Crowdfunding,,2024-07-15,https://hemerion.com/,"Hemerion operates in sectors such as health care, medical, and oncology, providing products and services that leverage its expertise in these areas.","Villeneuve, Picardie ",HealthTech,,,
Fullwhere,1300000,Seed,"Aonia Ventures, Kima Ventures, ZEBOX Ventures",2024-06-05,https://fullwhere.com,"Fullwhere operates in sectors such as information technology, internet, and saas, providing products and services that leverage its expertise in these areas.",Paris,SaaS,,,
Seventee,1300000,Seed,"Ciléad, GALYO, Kanopee, NOVEA Immobilier",2024-06-05,https://www.seventee.com,"Seventee operates in sectors such as commercial real estate, online portals, and real estate, providing products and services that leverage its expertise in these areas.",Lyon,PropTech,,,
Tracklab,1300000,Seed,"Bpifrance, Kima Ventures",2024-07-10,https://tracklab.co/,Tracklab is a company specializing in software solutions.,Paris,Other,,,
Digital4better,1300000,Seed,GO CAPITAL,2024-02-23,https://digital4better.com/,"Digital4better operates in sectors such as consulting, information technology, and software, providing products and services that leverage its expertise in these areas.",Nantes,Other,,,
Cockpit,1300000,Seed,,2024-07-04,http://www.getcockpit.io,"Cockpit operates in sectors such as sales enablement and software, providing products and services that leverage its expertise in these areas.",Colombes,Other,,,
Ramdam Social,1300000,Seed,Asterion Ventures,2024-10-25,https://www.ramdamsocial.eu,Ramdam Social is a company specializing in social solutions.,Bordeaux,Other,,,
RSight,1300000,Seed,Business Angels,2024-07-01,https://rsight.ai,"RSight operates in sectors such as artificial intelligence, information technology, and professional services, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
Haiku,1300000,Seed,Newfund,2024-11-20,https://haiku.fr/,"Haiku operates in sectors such as artificial intelligence, law enforcement, and legal, providing products and services that leverage its expertise in these areas.",Bordeaux,Artificial Intelligence,LegalTech,,
Upfund,1300000,Seed,"212 Founders, Bpifrance, CDG Invest, MNF Ventures",2024-11-21,https://www.upfundpro.com,"Upfund operates in sectors such as commercial real estate and real estate, providing products and services that leverage its expertise in these areas.",Paris,PropTech,,,
DeepHawk,1300000,Pre-Seed,The Moon Venture,2024-11-30,https://www.deephawk.ai,DeepHawk is a company specializing in software solutions.,Cesson-sévigné,Other,,,
Cominty,1300000,Pre-Seed,"Adnexus, Better Angle",2024-11-04,https://www.cominty.ai,"Cominty operates in sectors such as artificial intelligence, generative ai, and software, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
Deltablock,1250000,,"Blast. Club, Entrepreneurs First, Index Ventures",2024-05-02,https://www.deltablock.io/,"Deltablock operates in sectors such as asset management, financial services, and fintech, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
Matchers,1250000,,"IRDI SORIDEC Gestion, Sofilaro",2024-12-19,https://www.matchers.fr/,"Matchers operates in sectors such as consulting, education, and human resources, providing products and services that leverage its expertise in these areas.",Montpellier,Artificial Intelligence,,,
My Digital Buildings,1200000,Seed,"Grenoble Angels, Guillaume ANELLI, Laurent Fiard, Les Business Angels des Grandes Écoles, Paris Business Angels, Rhône Dauphiné Développement",2024-09-18,https://www.mydigitalbuildings.com,"My Digital Buildings operates in sectors such as 3d technology, consulting, and information services, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Indienov,1200000,Seed,,2024-07-12,https://www.indienov.com,"Indienov operates in sectors such as health care, manufacturing, and medical device, providing products and services that leverage its expertise in these areas.",Marseille,HealthTech,MedTech,,
Kenko,1200000,Seed,Guillaume Sarkozy,2024-07-15,https://www.kenko.fr,"Kenko operates in sectors such as health insurance, insurance, and mobile apps, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,InsurTech,,
AMPHITRITE,1200000,Seed,"Atlantic, Bpifrance, SpaceFounders",2024-01-16,https://www.amphitrite.fr,"AMPHITRITE operates in sectors such as artificial intelligence, information technology, and marine transportation, providing products and services that leverage its expertise in these areas.",Paris,Mobility,Artificial Intelligence,,
Nestor,1200000,Seed,"Autonomie et Solidarité, Finovam Gestion, IRD INVEST, Nord France Amorcage, Pascal Colin",2024-03-22,http://www.wearenestor.com,"Nestor operates in sectors such as legal tech, security, and software, providing products and services that leverage its expertise in these areas.",Montauban-de-bretagne,LegalTech,,,
Good Motors agency,1200000,Seed,"Caisse d’Epargne, Crédit Agricole Normandie, Normandie Business Angels, Normandie Participations",2024-07-10,https://goodmotors.agency,"Good Motors agency operates in sectors such as autonomous vehicles, reservations, and transportation, providing products and services that leverage its expertise in these areas.",Trouville-sur-mer,Mobility,,,
TETMET,1200000,Seed,"Climate Club, Id4 ventures, Material Ventures, MFG Invest, rpv, SANDS, Super Capital VC, Wendel",2024-05-09,https://www.tetmet.net,"TETMET operates in sectors such as energy, industrial, and industrial manufacturing, providing products and services that leverage its expertise in these areas.",Paris,Energy,,,
Paradigme,1200000,Seed,"Campus Fund, Edouard Nattee, Fabrice Lépine, Frédéric Maus, Gregoire Baudry, Hartwood, Ilan Benhaim, Marine de Waziers, Showroomprive, Vanessa Daurian Proust",2024-04-25,https://paradigme.fr,"Paradigme operates in sectors such as apparel, beauty, and fashion, providing products and services that leverage its expertise in these areas.",Paris,E-commerce & Retail,,,
Artifeel,1200000,Seed,"Alex Carre de Malberg, Graines de Boss, SideAngels, WeLikeStartup",2024-12-10,https://www.artifeel.com/,"Artifeel operates in sectors such as security, smart building, and smart home, providing products and services that leverage its expertise in these areas.",Paris,PropTech,,,
SkyVisor,1200000,Seed,"Bpifrance, Région Ile-de-France, Tomcat",2024-12-17,https://www.skyvisor.fr/,"SkyVisor operates in sectors such as drone management, energy, and renewable energy, providing products and services that leverage its expertise in these areas.",Paris,CleanTech,Energy,Drones,
Neura Aether,1200000,Seed,,2024-01-01,https://www.neura-aether.com,"Neura Aether operates in sectors such as internet, lead generation, and web design, providing products and services that leverage its expertise in these areas.",Paris,Mobility,,,
Movalib,1200000,Pre-Seed,"Banque Populaire, Bpifrance, Hodéfi, Julien D., La French Tech",2024-09-24,https://movalib.com,"Movalib operates in sectors such as apps, automotive, and service industry, providing products and services that leverage its expertise in these areas.",La Rue De Pré,Other,Mobility,,
Dylogy,1200000,Pre-Seed,"Convex Group, HUB612, Lya Protect, Mindstone, Uchal",2024-10-03,https://www.dylogy.com,"Dylogy operates in sectors such as internet and risk management, providing products and services that leverage its expertise in these areas.",Lyon,Other,,,
Diploide,1200000,Pre-Seed,,2024-05-16,http://www.d-k.io,"Diploide operates in sectors such as advertising, marketing, and software, providing products and services that leverage its expertise in these areas.",Rennes,MarTech,,,
LetXbe,1200000,Pre-Seed,"Holnest, Takara Capital",2024-10-17,https://www.letxbe.ai,"LetXbe operates in sectors such as artificial intelligence, crm, and software, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
KohortPay,1200000,Pre-Seed,"Bpifrance, OBRATORI, Redstone.VC, VR Ventures, Zone2boost",2024-04-02,https://www.kohortpay.com,"KohortPay operates in sectors such as e-commerce, payments, and retail technology, providing products and services that leverage its expertise in these areas.",Marseille,FinTech,E-commerce & Retail,,
LE DRIVE TOUT NU,1200000,Crowdfunding,,2024-03-15,https://ledrivetoutnu.com/,"LE DRIVE TOUT NU operates in sectors such as consumer goods and retail, providing products and services that leverage its expertise in these areas.",Beauzelle,Artificial Intelligence,E-commerce & Retail,,
Primo Conciergerie,1200000,Series A,,2024-03-12,https://www.primoconciergerie.fr,"Primo Conciergerie operates in sectors such as financial services and property management, providing products and services that leverage its expertise in these areas.",Nevers,FinTech,PropTech,,
Kwan-tek,1200000,,"Breizh Rebond, Bretagne Sud Angels, Defense Angels, IXcore, Société Financière Lorient Développementis",2024-09-06,https://kwan-tek.com,"Kwan-tek operates in sectors such as industrial, manufacturing, and sensor, providing products and services that leverage its expertise in these areas.",Ploemeur,Hardware,,,
Starkage Therapeutics,1200000,,Bpifrance,2024-05-29,https://starkagetx.com/,"Starkage Therapeutics operates in sectors such as biotechnology and medical, providing products and services that leverage its expertise in these areas.",Lille,BioTech,,,
Tabsters,1200000,,HAND PARTNERS,2024-04-19,https://www.tabsters.fr/,"Tabsters operates in sectors such as consulting, project management, and software, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Reverto,1200000,,Humans Matter,2024-04-18,https://www.reverto.fr,"Reverto operates in sectors such as personal care and hygiene, psychology, and virtual reality, providing products and services that leverage its expertise in these areas.",Villeurbanne,Other,HealthTech,,
Abyssale,1156000,Seed,,2024-08-21,https://abyssale.work/,"Abyssale operates in sectors such as advertising, artificial intelligence, and creative agency, providing products and services that leverage its expertise in these areas.",Paris,MarTech,Artificial Intelligence,,
TwicPics,1145000,Seed,,2024-09-10,https://twicpics.space,"TwicPics operates in sectors such as application performance management, image recognition, and saas, providing products and services that leverage its expertise in these areas.",Paris,SaaS,,,
Cynoia,1145000,Seed,,2024-05-07,https://cynoia.cloud,"Cynoia operates in sectors such as b2b, business process automation, and document management, providing products and services that leverage its expertise in these areas.",Marseille,SaaS,Robotics,,
